Date_Froze,Trial_num,Plate_Num,position,Trial_order,Species,Species_Rep,Tissue,Tissue_Rep,Dry_Mass_mg,Plot ,Experiment Type,Date_Weighted,Initials,Notes,old_Tissue
2/6/2019,1,8,1,1,HELHEL,3A,Seedling,A,1.74,,Seedling Freeze Trial,2/13/2019,SK,,Seedling A
2/6/2019,1,9,2,1,RATPIN,1A,Seedling,B,1.23,,Seedling Freeze Trial,2/13/2019,SK,,Seedling B
2/6/2019,1,10,3,1,PREALB,2A,Seedling,A,1.04,,Seedling Freeze Trial,2/13/2019,SK,,Seedling A
2/6/2019,1,11,4,1,SYMPIL,1A,Seedling,A,0.37,,Seedling Freeze Trial,2/13/2019,SK,,Seedling A
2/6/2019,1,15,5,1,SYMPIL,2A,Seedling,A,0.35,,Seedling Freeze Trial,2/13/2019,SK,or B,Seedling A (or B)
2/6/2019,1,16,6,1,RATPIN,1A,Seedling,A,0.63,,Seedling Freeze Trial,2/13/2019,SK,,Seedling A
2/6/2019,1,17,7,1,SYMNOV,3A,Seedling,A,1.19,,Seedling Freeze Trial,2/13/2019,SK,or B,Seedling (A or B)
2/6/2019,1,20,8,1,SYMNOV,1A,Seedling,C,0.8,,Seedling Freeze Trial,2/13/2019,SK,no seedling A - damaged,Seedling C (No Seedling A - damaged)
2/6/2019,1,21,9,1,PREALB,2A,Seedling,B,0.98,,Seedling Freeze Trial,2/13/2019,SK,,Seedling B
2/6/2019,1,22,10,1,SYMNOV,1A,Seedling,B,0.94,,Seedling Freeze Trial,2/13/2019,SK,,Seedling B
2/6/2019,1,23,11,1,RATPIN,2A,Seedling,A,0.64,,Seedling Freeze Trial,2/13/2019,SK,or B,Seedling (A or B)
2/6/2019,1,26,12,1,SYMNOV,2A,Seedling,B,1.1,,Seedling Freeze Trial,2/13/2019,SK,,Seedling B
2/6/2019,1,27,13,1,RATPIN,2A,Seedling,A,1.28,,Seedling Freeze Trial,2/13/2019,SK,or B,Seedling (A or B)
2/6/2019,1,28,14,1,HELHEL,3A,Seedling,B,2.9,,Seedling Freeze Trial,2/13/2019,SK,,Seedling B
2/6/2019,1,29,15,1,PREALB,1A,Seedling,A,1.37,,Seedling Freeze Trial,2/13/2019,SK,,Seedling A
2/6/2019,1,32,16,1,SYMPIL,2A,Seedling,B,0.45,,Seedling Freeze Trial,2/13/2019,SK,or A,Seedling B (or A)
2/6/2019,1,33,17,1,RATPIN,3A,Seedling,A,0.76,,Seedling Freeze Trial,2/13/2019,SK,,Seedling A
2/6/2019,1,34,18,1,SYMNOV,2A,Seedling,A,0.7,,Seedling Freeze Trial,2/13/2019,SK,,Seedling A
2/6/2019,1,35,19,1,SYMNOV,3A,Seedling,A,0.83,,Seedling Freeze Trial,2/13/2019,SK,or B,Seedling (A or B)
2/11/2019,1,1,1,2,LIACYL,1A,Seedling,A,2.58,,Seedling Freeze Trial,2/13/2019,SK,damaged while loading,Seedling A (damaged while loading)
2/11/2019,1,2,2,2,HELHEL,3A,Seedling,C,2.06,,Seedling Freeze Trial,2/13/2019,SK,,Seedling C
2/11/2019,1,3,3,2,RATPIN,1B,Seedling,B,0.4,,Seedling Freeze Trial,2/13/2019,SK,,Seedling B
2/11/2019,1,4,4,2,ASCSYR,3A,Seedling,C,5.84,,Seedling Freeze Trial,2/13/2019,SK,,Seedling C
2/11/2019,1,5,5,2,SYMNOV,2B,Seedling,A,0.57,,Seedling Freeze Trial,2/13/2019,SK,,Seedling A
2/11/2019,1,7,6,2,ASCSYR,1A,Seedling,B,8.44,,Seedling Freeze Trial,2/13/2019,SK,,Seedling B
2/11/2019,1,8,7,2,SOLGRA,2A,Seedling,A,0.15,,Seedling Freeze Trial,2/13/2019,SK,,Seedling A
2/11/2019,1,9,8,2,RATPIN,3A,Seedling,B,0.63,,Seedling Freeze Trial,2/13/2019,SK,,Seedling B
2/11/2019,1,10,9,2,SYMPIL,1A,Seedling,B,0.55,,Seedling Freeze Trial,2/13/2019,SK,,Seedling B
2/11/2019,1,11,10,2,ASCSYR,3A,Seedling,A,7.45,,Seedling Freeze Trial,2/13/2019,SK,,Seedling A
2/11/2019,1,12,11,2,OXAVIO,1A,Seedling,A,0.38,,Seedling Freeze Trial,2/13/2019,SK,,Seedling A
2/11/2019,1,13,12,2,SYMNOV,1B,Seedling,B,1.04,,Seedling Freeze Trial,2/13/2019,SK,,Seedling B
2/11/2019,1,14,13,2,SOLGRA,2A,Seedling,B,0.17,,Seedling Freeze Trial,2/13/2019,SK,,Seedling B
2/11/2019,1,15,14,2,HELHEL,2B,Seedling,A,1.41,,Seedling Freeze Trial,2/13/2019,SK,,Seedling A
2/11/2019,1,16,15,2,OXAVIO,2A,Seedling,A,0.49,,Seedling Freeze Trial,2/13/2019,SK,root broke,Seedling A (root broke)
2/11/2019,1,17,16,2,SYMNOV,1B,Seedling,A,0.61,,Seedling Freeze Trial,2/13/2019,SK,,Seedling A
2/11/2019,1,18,17,2,ASCSYR,3A,Seedling,B,3.45,,Seedling Freeze Trial,2/13/2019,SK,,Seedling B
2/11/2019,1,20,18,2,PREALB,1A,Seedling,B,1.51,,Seedling Freeze Trial,2/13/2019,SK,,Seedling B
2/11/2019,1,21,19,2,OXAVIO,3A,Seedling,A,0.41,,Seedling Freeze Trial,2/13/2019,SK,,Seedling A
2/11/2019,1,22,20,2,ASCSYR,1A,Seedling,A,6.52,,Seedling Freeze Trial,2/13/2019,SK,,Seedling A
2/11/2019,1,24,21,2,SYMOBL,3A,Seedling,A,0.47,,Seedling Freeze Trial,2/13/2019,SK,,Seedling A
2/11/2019,1,25,22,2,RATPIN,1B,Seedling,A,0.7,,Seedling Freeze Trial,2/13/2019,SK,,Seedling A
2/15/2019,1,1,1,3,SOLGRA,1B,Seedling,B,0.24,,Seedling Freeze Trial,2/22/2019,SK,,Seedling B
2/15/2019,1,2,2,3,ALLCER,1A,Seedling,A,3.21,,Seedling Freeze Trial,2/22/2019,SK,Main plant seedling,Main Plant Seedling
2/15/2019,1,3,3,3,SYMNOV,2B,Seedling,B,1.07,,Seedling Freeze Trial,2/22/2019,SK,,Seedling B
2/15/2019,1,4,4,3,HELHEL,2A,Seedling,A,4.25,,Seedling Freeze Trial,2/22/2019,SK,,Seedling A
2/15/2019,1,5,5,3,HELHEL,2B,Seedling,C,4.01,,Seedling Freeze Trial,2/22/2019,SK,,Seedling C
2/15/2019,1,6,6,3,SYMPIL,2B,Seedling,A,0.67,,Seedling Freeze Trial,2/22/2019,SK,,Seedling A
2/15/2019,1,7,7,3,DESILL,1A,Seedling,B,5.03,,Seedling Freeze Trial,2/22/2019,SK,,Seedling B
2/15/2019,1,8,8,3,PREALB,1B,Seedling,A,1.1,,Seedling Freeze Trial,2/22/2019,SK,,Seedlign A
2/15/2019,1,9,9,3,SYMOBL,1A,Seedling,C,0.33,,Seedling Freeze Trial,2/22/2019,SK,,Seedling C
2/15/2019,1,10,10,3,HELHEL,2A,Seedling,B,2.37,,Seedling Freeze Trial,2/22/2019,SK,,Seedling B
2/15/2019,1,11,11,3,SYMOBL,1A,Seedling,A,0.48,,Seedling Freeze Trial,2/22/2019,SK,,Seedling A
2/15/2019,1,12,12,3,SYMPIL,2B,Seedling,B,0.6,,Seedling Freeze Trial,2/22/2019,SK,,Seedling B
2/15/2019,1,13,13,3,SOLGRA,2B,Seedling,A,0.15,,Seedling Freeze Trial,2/22/2019,SK,,Seedling A
2/15/2019,1,14,14,3,SYMPIL,3B,Seedling,A,0.54,,Seedling Freeze Trial,2/22/2019,SK,,Seedling A
2/15/2019,1,15,15,3,DESILL,1A,Seedling,A,3.64,,Seedling Freeze Trial,2/22/2019,SK,,Seedling A
2/15/2019,1,16,16,3,HELHEL,1A,Seedling,B,2.31,,Seedling Freeze Trial,2/22/2019,SK,,Seedling B
2/15/2019,1,17,17,3,SOLGRA,1B,Seedling,A,0.26,,Seedling Freeze Trial,2/22/2019,SK,,Seedling A
2/15/2019,1,18,18,3,ALLCER,1A,Seedling,A,2.64,,Seedling Freeze Trial,2/22/2019,SK,,Seedling A
2/15/2019,1,19,19,3,OXAVIO,3A,Seedling,B,0.94,,Seedling Freeze Trial,2/22/2019,SK,,Seedling B
2/15/2019,1,20,20,3,SYMPIL,3B,Seedling,B,0.38,,Seedling Freeze Trial,2/22/2019,SK,,Seedling B
2/15/2019,1,21,21,3,SOLGRA,2B,Seedling,B,0.16,,Seedling Freeze Trial,2/22/2019,SK,,Seedling B
2/15/2019,1,22,22,3,ASCSYR,2A,Seedling,C,8.54,,Seedling Freeze Trial,2/22/2019,SK,,Seedling C
2/15/2019,1,23,23,3,PPREALB,3B,Seedling,A,2.23,,Seedling Freeze Trial,2/22/2019,SK,,Seedling A
2/15/2019,1,24,24,3,HELHEL,1A,Seedling,A,4.23,,Seedling Freeze Trial,2/22/2019,SK,,Seedling A
2/15/2019,1,25,25,3,ASCSYR,2B,Seedling,B,3.77,,Seedling Freeze Trial,2/22/2019,SK,,Seedling B
2/15/2019,1,SIDE,26,3,LATVEN,1A,Seedling,C,23.28,,Seedling Freeze Trial,2/22/2019,SK,,Seedling C
2/20/2019,1,1,1,4,HELHEL,1B,Seedling,A,8.65,,Seedling Freeze Trial,03/01/2019,SK,,Seedling A
2/20/2019,1,2,2,4,SOLGRA,1A,Seedling,B,1.07,,Seedling Freeze Trial,03/01/2019,SK,,Seedling B
2/20/2019,1,3,3,4,ASCSYR,2A,Seedling,B,3.77,,Seedling Freeze Trial,03/01/2019,SK,,Seedling B
2/20/2019,1,4,4,4,HELHEL,2C,Seedling,A,2.1,,Seedling Freeze Trial,03/01/2019,SK,,Seedling A
2/20/2019,1,5,5,4,RATPIN,2B,Seedling,C,1.28,,Seedling Freeze Trial,03/01/2019,SK,,Seedling C
2/20/2019,1,6,6,4,HELHEL,2B,Seedling,B,5.56,,Seedling Freeze Trial,03/01/2019,SK,,Seedling B
2/20/2019,1,7,7,4,SYMPIL,1B,Seedling,A,1.21,,Seedling Freeze Trial,03/01/2019,SK,,Seedling A
2/20/2019,1,8,8,4,SOLGRA,3A,Seedling,C,0.66,,Seedling Freeze Trial,03/01/2019,SK,,Seedling C
2/20/2019,1,9,9,4,DESILL,3A,Seedling,A,5.98,,Seedling Freeze Trial,03/01/2019,SK,,Seedling A
2/20/2019,1,10,10,4,RATPIN,3C,Seedling,A,1.74,,Seedling Freeze Trial,03/01/2019,SK,,Seedling A
2/20/2019,1,11,11,4,PREALB,2A,Seedling,B,1.75,,Seedling Freeze Trial,03/01/2019,SK,,Seedling B
2/20/2019,1,12,12,4,RATPIN,2C,Seedling,A,1.01,,Seedling Freeze Trial,03/01/2019,SK,,Seedling A
2/20/2019,1,13,13,4,SOLGRA,3A,Seedling,A,0.76,,Seedling Freeze Trial,03/01/2019,SK,,Seedling A
2/20/2019,1,14,14,4,PREALB,3B,Seedling,C,1,,Seedling Freeze Trial,03/01/2019,SK,,Seedling C
2/20/2019,1,15,15,4,LIACYL,1B,Seedling,A,1.89,,Seedling Freeze Trial,03/01/2019,SK,,Seedling A
2/20/2019,1,16,16,4,ASCSYR,2C,Seedling,B,4.96,,Seedling Freeze Trial,03/01/2019,SK,,Seedling B
2/20/2019,1,17,17,4,PREALB,1B,Seedling,A,1.94,,Seedling Freeze Trial,03/01/2019,SK,,Seedling A
2/20/2019,1,18,18,4,OXAVIO,1A,Seedling,B,2.42,,Seedling Freeze Trial,03/01/2019,SK,,Seedling B
2/20/2019,1,19,19,4,HELHEL,1B,Seedling,B,2.02,,Seedling Freeze Trial,03/01/2019,SK,,Seedling B
2/20/2019,1,20,20,4,RATPIN,2B,Seedling,B,3.36,,Seedling Freeze Trial,03/01/2019,SK,,Seedling B
2/20/2019,1,21,21,4,SYMPOBL,3A,Seedling,B,0.53,,Seedling Freeze Trial,03/01/2019,SK,,Seedling B
2/20/2019,1,22,22,4,PREALB,2B,Seedling,A,2.41,,Seedling Freeze Trial,03/01/2019,SK,,Seedling A
2/20/2019,1,23,23,4,empty,,,,,,Seedling Freeze Trial,,,,
2/20/2019,1,24,24,4,ASCSYR,2B,Seedling,A,14.52,,Seedling Freeze Trial,03/01/2019,SK,,Seedling A
2/20/2019,1,25,25,4,SOLGRA,1A,Seedling,A,1.37,,Seedling Freeze Trial,03/01/2019,SK,,Seedling A
2/20/2019,1,TAPE SIDE,26,4,LATVEN,1A,Seedling,B,23.93,,Seedling Freeze Trial,03/01/2019,SK,,Seedling B
2/20/2019,1,SIDE,27,4,LATVEN,2A,Seedling,A,19.82,,Seedling Freeze Trial,03/01/2019,SK,,Seedling A
2/21/2019,1,1,1,5,RATPIN,1C,Seedling,A,1.15,,Seedling Freeze Trial,03/01/2019,SK,,Seedling A
2/21/2019,1,2,2,5,HELHEL,2C,Cotyledon,C,,,Seedling Freeze Trial,03/01/2019,SK,"dropped on the floor, no dry mass",Cotyledon of Seedling C
2/21/2019,1,3,3,5,RATPIN,3C,Cotyledon,D,0.38,,Seedling Freeze Trial,03/01/2019,SK,,Cotyledon of Seedling D
2/21/2019,1,4,4,5,HELHEL,1C,Seedling,C,2.78,,Seedling Freeze Trial,03/01/2019,SK,,Seedling C
2/21/2019,1,5,5,5,RATPIN,1C,Cotyledon,D,0.32,,Seedling Freeze Trial,03/01/2019,SK,,Cotyledon of Seedling D
2/21/2019,1,6,6,5,HELHEL,1C,Cotyledon,B,0.82,,Seedling Freeze Trial,03/01/2019,SK,,Cotyledon of Seedling B
2/21/2019,1,7,7,5,RATPIN,3C,Cotyledon,C,0.32,,Seedling Freeze Trial,03/01/2019,SK,,Cotyledon of Seedling C
2/21/2019,1,8,8,5,PREALB,2B,Seedling,B,1.02,,Seedling Freeze Trial,03/01/2019,SK,,Seedling B
2/21/2019,1,9,9,5,SYMPIL,1B,Seedling,C,0.5,,Seedling Freeze Trial,03/01/2019,SK,extra,Seedling C (extra)
2/21/2019,1,10,10,5,PREALB,2C,Seedling,A,2.32,,Seedling Freeze Trial,03/01/2019,SK,,Seedling A
2/21/2019,1,11,11,5,SYMNOV,1C,Seedling,A,0.8,,Seedling Freeze Trial,03/01/2019,SK,,Seedling A
2/21/2019,1,12,12,5,HELHEL,2B,Seedling,B,2.38,,Seedling Freeze Trial,03/01/2019,SK,,Seedling B
2/21/2019,1,13,13,5,RATPIN,1C,Cotyledon,D,0.32,,Seedling Freeze Trial,03/01/2019,SK,,Cotyledon of Seedling D
2/21/2019,1,14,14,5,SYMNOV,1C,Seedling,C,1.16,,Seedling Freeze Trial,03/01/2019,SK,,Seedling C
2/21/2019,1,15,15,5,OXAVIO,1C,Seedling,B,0.56,,Seedling Freeze Trial,03/01/2019,SK,,Seedling B
2/21/2019,1,16,16,5,RATPIN,1C,Seedling,B,1.95,,Seedling Freeze Trial,03/01/2019,SK,,Seedling B
2/21/2019,1,17,17,5,SYMPIL,1B,Seedling,B,1.38,,Seedling Freeze Trial,03/01/2019,SK,,Seedling B
2/21/2019,1,18,18,5,HELHEL,1C,Cotyledon,B,0.81,,Seedling Freeze Trial,03/01/2019,SK,,Cotyledon of Seedling B
2/21/2019,1,19,19,5,HELHEL,2C,Cotyledon,C,0.7,,Seedling Freeze Trial,03/01/2019,SK,,Cotyledon of Seedling C
2/21/2019,1,20,20,5,HELHEL,1C,Seedling,A,3.91,,Seedling Freeze Trial,03/01/2019,SK,,Seedling A
2/21/2019,1,21,21,5,ASCSYR,1C,Seedling,B,3.78,,Seedling Freeze Trial,03/01/2019,SK,,Seedling B
2/21/2019,1,22,22,5,RATPIN,3C,Cotyledon,C,0.4,,Seedling Freeze Trial,03/01/2019,SK,,Cotyledon of Seedling C
2/21/2019,1,23,23,5,RATPIN,3C,Seedling,B,1.2,,Seedling Freeze Trial,03/01/2019,SK,,Seedling B
2/21/2019,1,24,24,5,RATPIN,3C,Cotyledon,D,0.47,,Seedling Freeze Trial,03/01/2019,SK,,Cotyledon of Seedling D
2/21/2019,1,25,25,5,RATPIN,1C,Cotyledon,C,0.41,,Seedling Freeze Trial,03/01/2019,SK,,Cotyledon of Seedling C
02/25/2019,1,1,1,6,SYMPIL,2C,Cotyledon,C,0.13,,Seedling Freeze Trial,03/08/2019,SK,,Cotyledon of Seedling C
02/25/2019,1,2,2,6,ASCSYR,1C,Cotyledon,C,1.04,,Seedling Freeze Trial,03/08/2019,SK,,Cotyledon of Seedling C
02/25/2019,1,3,3,6,SYMNOV,2C,Cotyledon,C,0.38,,Seedling Freeze Trial,03/08/2019,SK,,Cotyledon of Seedling C
02/25/2019,1,4,4,6,ALLCER,3C,Seedling,C,2.78,,Seedling Freeze Trial,03/08/2019,SK,,Seedling C
02/25/2019,1,5,5,6,SYMPIL,2C,Seedling,A,0.58,,Seedling Freeze Trial,03/08/2019,SK,,Seedling A
02/25/2019,1,6,6,6,SYMPIL,1C,Seedling,A,0.95,,Seedling Freeze Trial,03/08/2019,SK,,Seedling A
02/25/2019,1,7,7,6,OXAVIO,1C,Seedling,A,0.33,,Seedling Freeze Trial,03/08/2019,SK,,Seedling A
02/25/2019,1,8,8,6,SYMNOV,2C,Seedling,B,0.96,,Seedling Freeze Trial,03/08/2019,SK,,Seedling B
02/25/2019,1,9,9,6,SYMPIL,1C,Cotyledon,C,0.09,,Seedling Freeze Trial,03/08/2019,SK,,Cotyledon of Seedling C
02/25/2019,1,10,10,6,SYMNOV,2C,First_seedling_leaf,C,0.35,,Seedling Freeze Trial,03/08/2019,SK,,First leaf of seedling C
02/25/2019,1,11,11,6,SYMPIL,1C,Cotyledon,C,0.13,,Seedling Freeze Trial,03/08/2019,SK,,Cotyledon of Seedling C
02/25/2019,1,12,12,6,SYMPIL,2C,Seedling,B,0.52,,Seedling Freeze Trial,03/08/2019,SK,,Seedling B
02/25/2019,1,13,13,6,HELHEL,3C,Seedling,B,3.66,,Seedling Freeze Trial,03/08/2019,SK,,Seedling B
02/25/2019,1,14,14,6,HELHEL,3C,Seedling,A,3.04,,Seedling Freeze Trial,03/08/2019,SK,,Seedling A
02/25/2019,1,15,15,6,ASCSYR,1C,Seedling,A,5.91,,Seedling Freeze Trial,03/08/2019,SK,,Seedling A
02/25/2019,1,16,16,6,SOLGRA,2C,Seedling,A,0.34,,Seedling Freeze Trial,03/08/2019,SK,,Seedling A
02/25/2019,1,17,17,6,SYMPIL,1C,First_seedling_leaf,C,0.25,,Seedling Freeze Trial,03/08/2019,SK,,First leaf of seedling C
02/25/2019,1,18,18,6,SYMPIL,2C,Cotyledon,C,0.16,,Seedling Freeze Trial,03/08/2019,SK,,Cotyledon of Seedling C
02/25/2019,1,19,19,6,ALLCER,3C,Seedling,A,1.55,,Seedling Freeze Trial,03/08/2019,SK,,Seedling A
02/25/2019,1,20,20,6,SYMNOV,2C,Seedling,A,0.69,,Seedling Freeze Trial,03/08/2019,SK,,Seedling A
02/25/2019,1,21,21,6,SYMPIL,2C,First_seedling_leaf,C,0.15,,Seedling Freeze Trial,03/08/2019,SK,,First leaf of seedling C
02/25/2019,1,22,22,6,ASCSYR,1C,Cotyledon,C,0.99,,Seedling Freeze Trial,03/08/2019,SK,,Cotyledon of Seedling C
02/25/2019,1,23,23,6,SOLGRA,2C,Seedling,B,0.15,,Seedling Freeze Trial,03/08/2019,SK,,Seedling B
02/25/2019,1,24,24,6,SYMPIL,1C,Seedling,B,0.77,,Seedling Freeze Trial,03/08/2019,SK,,Seedling B
02/25/2019,1,25,25,6,SYMNOV,2C,Cotyledon,C,0.38,,Seedling Freeze Trial,03/08/2019,SK,,Cotyledon of Seedling C
03/01/2019,1,1,1,7,RATPIN,2D,Seedling,B,1.51,,Seedling Freeze Trial,03/08/2019,SK,,Seedling B
03/01/2019,1,1,2,7,RATPIN,2D,Seedling,B,1.51,,Seedling Freeze Trial,03/08/2019,SK,,Seedling B
03/01/2019,1,2,3,7,SYMPIL,1D,Seedling,B,0.77,,Seedling Freeze Trial,03/08/2019,SK,,Seedling B
03/01/2019,1,2,4,7,SYMPIL,1D,Seedling,B,0.77,,Seedling Freeze Trial,03/08/2019,SK,,Seedling B
03/01/2019,1,3,5,7,HELHEL,2D,Seedling,C,1.65,,Seedling Freeze Trial,03/08/2019,SK,,Seedling C
03/01/2019,1,3,6,7,HELHEL,2D,Seedling,C,1.65,,Seedling Freeze Trial,03/08/2019,SK,,Seedling C
03/01/2019,1,4,7,7,PREALB,3D,Seedling,A,1.12,,Seedling Freeze Trial,03/08/2019,SK,,Seedling A
03/01/2019,1,4,8,7,PREALB,3D,Seedling,A,1.12,,Seedling Freeze Trial,03/08/2019,SK,,Seedling A
03/01/2019,1,5,9,7,SYMNOV,1D,Seedling,A,0.78,,Seedling Freeze Trial,03/08/2019,SK,,Seedling A
03/01/2019,1,5,10,7,SYMNOV,1D,Seedling,A,0.78,,Seedling Freeze Trial,03/08/2019,SK,,Seedling A
03/01/2019,1,6,11,7,ASCSYR,2D,Seedling,A,3.23,,Seedling Freeze Trial,03/08/2019,SK,,Seedling A
03/01/2019,1,6,12,7,ASCSYR,2D,Seedling,A,3.23,,Seedling Freeze Trial,03/08/2019,SK,,Seedling A
03/01/2019,1,7,13,7,OXAVIO,1D,Seedling,A,0.61,,Seedling Freeze Trial,03/08/2019,SK,,Seedling A
03/01/2019,1,7,14,7,OXAVIO,1D,Seedling,A,0.61,,Seedling Freeze Trial,03/08/2019,SK,,Seedling A
03/01/2019,1,8,15,7,RATPIN,1D,Seedling,A,0.8,,Seedling Freeze Trial,03/08/2019,SK,,Seedling A
03/01/2019,1,8,16,7,RATPIN,1D,Seedling,A,0.8,,Seedling Freeze Trial,03/08/2019,SK,,Seedling A
03/01/2019,1,9,17,7,SYMNOV,2D,Seedling,B,0.75,,Seedling Freeze Trial,03/08/2019,SK,,Seedling B
03/01/2019,1,9,18,7,SYMNOV,2D,Seedling,B,0.75,,Seedling Freeze Trial,03/08/2019,SK,,Seedling B
03/01/2019,1,10,19,7,ASCSYR,1D,Seedling,C,5.78,,Seedling Freeze Trial,03/08/2019,SK,,Seedling C
03/01/2019,1,10,20,7,ASCSYR,1D,Seedling,C,5.78,,Seedling Freeze Trial,03/08/2019,SK,,Seedling C
03/01/2019,1,11,21,7,ASCSYR,1D,Seedling,B,3.99,,Seedling Freeze Trial,03/08/2019,SK,,Seedling B
03/01/2019,1,11,22,7,ASCSYR,1D,Seedling,B,3.99,,Seedling Freeze Trial,03/08/2019,SK,,Seedling B
03/01/2019,1,12,23,7,SYMNOV,1D,Seedling,B,1.01,,Seedling Freeze Trial,03/08/2019,SK,,Seedling B
03/01/2019,1,12,24,7,SYMNOV,1D,Seedling,B,1.01,,Seedling Freeze Trial,03/08/2019,SK,,Seedling B
03/01/2019,1,13,25,7,ASCSYR,2D,Seedling,B,3.97,,Seedling Freeze Trial,03/08/2019,SK,,Seedling B
03/01/2019,1,13,26,7,ASCSYR,2D,Seedling,B,3.97,,Seedling Freeze Trial,03/08/2019,SK,,Seedling B
03/01/2019,1,14,27,7,OXAVIO,2C,Seedling,A,0.48,,Seedling Freeze Trial,03/08/2019,SK,,Seedling A
03/01/2019,1,14,28,7,OXAVIO,2C,Seedling,A,0.48,,Seedling Freeze Trial,03/08/2019,SK,,Seedling A
03/01/2019,1,15,29,7,PREALB,1C,Seedling,B,1.56,,Seedling Freeze Trial,03/08/2019,SK,,Seedling B
03/01/2019,1,15,30,7,PREALB,1C,Seedling,B,1.56,,Seedling Freeze Trial,03/08/2019,SK,,Seedling B
03/01/2019,1,16,31,7,PREALB,3D,Seedling,B,1.52,,Seedling Freeze Trial,03/08/2019,SK,,Seedling B
03/01/2019,1,16,32,7,PREALB,3D,Seedling,B,1.52,,Seedling Freeze Trial,03/08/2019,SK,,Seedling B
03/01/2019,1,17,33,7,SYMNOV,2D,Seedling,A,0.53,,Seedling Freeze Trial,03/08/2019,SK,,Seedling A
03/01/2019,1,17,34,7,SYMNOV,2D,Seedling,A,0.53,,Seedling Freeze Trial,03/08/2019,SK,,Seedling A
03/01/2019,1,18,35,7,RATPIN,1D,Seedling,B,0.65,,Seedling Freeze Trial,03/08/2019,SK,,Seedling B
03/01/2019,1,18,36,7,RATPIN,1D,Seedling,B,0.65,,Seedling Freeze Trial,03/08/2019,SK,,Seedling B
03/01/2019,1,19,37,7,HELHEL,2D,Seedling,B,6.33,,Seedling Freeze Trial,03/08/2019,SK,,Seedling B
03/01/2019,1,19,38,7,HELHEL,2D,Seedling,B,6.33,,Seedling Freeze Trial,03/08/2019,SK,,Seedling B
03/01/2019,1,20,39,7,CEAAME,1C,Seedling,A,2.04,,Seedling Freeze Trial,03/08/2019,SK,,Seedling A
03/01/2019,1,20,40,7,CEAAME,1C,Seedling,A,2.04,,Seedling Freeze Trial,03/08/2019,SK,,Seedling A
03/01/2019,1,21,41,7,SYMPIL,1D,Seedling,A,0.85,,Seedling Freeze Trial,03/08/2019,SK,,Seedling A
03/01/2019,1,21,42,7,SYMPIL,1D,Seedling,A,0.85,,Seedling Freeze Trial,03/08/2019,SK,,Seedling A
03/01/2019,1,22,43,7,PREALB,1C,Seedling,A,3.13,,Seedling Freeze Trial,03/08/2019,SK,,Seedling A
03/01/2019,1,22,44,7,PREALB,1C,Seedling,A,3.13,,Seedling Freeze Trial,03/08/2019,SK,,Seedling A
03/01/2019,1,23,45,7,RATPIN,2C,Seedling,B,3.25,,Seedling Freeze Trial,03/08/2019,SK,,Seedling B
03/01/2019,1,23,46,7,RATPIN,2C,Seedling,B,3.25,,Seedling Freeze Trial,03/08/2019,SK,,Seedling B
03/01/2019,1,24,47,7,ASCSYR,1D,Seedling,A,4.95,,Seedling Freeze Trial,03/08/2019,SK,,Seedling A
03/01/2019,1,24,48,7,ASCSYR,1D,Seedling,A,4.95,,Seedling Freeze Trial,03/08/2019,SK,,Seedling A
03/01/2019,1,25,49,7,RATPIN,2D,Seedling,A,1.5,,Seedling Freeze Trial,03/08/2019,SK,,Seedling A
03/01/2019,1,25,50,7,RATPIN,2D,Seedling,A,1.5,,Seedling Freeze Trial,03/08/2019,SK,,Seedling A
03/04/2019,1,1,1,8,CEAAME,1D,Seedling,A,1.61,,Seedling Freeze Trial,03/08/2019,SK,,
03/04/2019,1,1,2,8,CEAAME,1D,Seedling,A,1.61,,Seedling Freeze Trial,03/08/2019,SK,,
03/04/2019,1,2,3,8,PREALB,3D,Seedling,C,0.68,,Seedling Freeze Trial,03/08/2019,SK,,
03/04/2019,1,2,4,8,PREALB,3D,Seedling,C,0.68,,Seedling Freeze Trial,03/08/2019,SK,,
03/04/2019,1,3,5,8,DESILL,1B,Seedling,C,4.99,,Seedling Freeze Trial,03/08/2019,SK,,
03/04/2019,1,3,6,8,DESILL,1B,Seedling,C,4.99,,Seedling Freeze Trial,03/08/2019,SK,,
03/04/2019,1,4,7,8,CEAAME,3D,Seedling,A,2.94,,Seedling Freeze Trial,03/08/2019,SK,,
03/04/2019,1,4,8,8,CEAAME,3D,Seedling,A,2.94,,Seedling Freeze Trial,03/08/2019,SK,,
03/04/2019,1,5,9,8,SOLGRA,3C,Seedling,A,1.32,,Seedling Freeze Trial,03/08/2019,SK,,
03/04/2019,1,5,10,8,SOLGRA,3C,Seedling,A,1.32,,Seedling Freeze Trial,03/08/2019,SK,,
03/04/2019,1,6,11,8,DESILL,1C,Seedling,B,4.1,,Seedling Freeze Trial,03/08/2019,SK,,
03/04/2019,1,6,12,8,DESILL,1C,Seedling,B,4.1,,Seedling Freeze Trial,03/08/2019,SK,,
03/04/2019,1,7,13,8,CEAAME,2C,Seedling,A,2.69,,Seedling Freeze Trial,03/08/2019,SK,,
03/04/2019,1,7,14,8,CEAAME,2C,Seedling,A,2.69,,Seedling Freeze Trial,03/08/2019,SK,,
03/04/2019,1,8,15,8,LIACYL,3D,Seedling,B,1.78,,Seedling Freeze Trial,03/08/2019,SK,,
